WBGeneID,Sequence.name,Public_name,blazie_WBGeneID,blazie_Name,blazie_Chr,blazie_Start,blazie_Stop,blazie_FPKM,pauli_L4_percentile,pauli_L4_pvalue,pauli_L4_description,spencer_LE_AveExpr,spencer_LE_adj_P_Val,spencer_LE_FC,spencer_L2_AveExpr,spencer_L2_adj_P_Val,spencer_L2_FC,blazie_bool,hashimshony_embryo_bool,pauli_L4_bool,spencer_LE_bool,spencer_L2_bool
WBGene00011831,T19B10.2,T19B10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68,0.04,2.34,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE
WBGene00011832,T19B10.3,bgal-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011833,T19B10.5,T19B10.5,WBGene00011833,T19B10.5,V,11234320,11237405,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011834,T19B10.6,dvc-1,WBGene00011834,T19B10.6,V,11237421,11239300,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011835,T19B10.8,pgap-1,WBGene00011835,T19B10.8,V,11241879,11244701,5.3,0.837537257,1.11776e-5,Yeast hyptothetical protein YFC5 like,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00011836,T19B10.9,mam-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011837,T19B10.10,srsx-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011838,T19C4.1,T19C4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011839,T19C4.5,T19C4.5,WBGene00011839,T19C4.5,V,11172197,11174326,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011840,T19C9.1,srbc-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011841,T19C9.5,scl-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011844,T19C9.8,T19C9.8,WBGene00011844,T19C9.8,V,17238388,17240624,10.57,NA,NA,NA,8.78,0,3.09,8.78,0,2.61,TRUE,FALSE,FALSE,TRUE,TRUE
WBGene00011846,T19H5.1,chil-25,WBGene00011846,T19H5.1,II,9472610,9474253,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011847,T19H5.2,chil-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011848,T19H5.3,chil-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011849,T19H5.4,T19H5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011850,T20B3.1,T20B3.1,WBGene00011850,T20B3.1,V,16815537,16820590,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
WBGene00011852,T20B3.12,clec-26,WBGene00011852,clec-26,V,16848683,16850101,6.3,0.939372769,2.11719e-4,Lectin C-type domain short and long forms,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00011853,T20B3.13,clec-40,WBGene00011853,clec-40,V,16839115,16840978,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011854,T20B3.14,T20B3.14,WBGene00011854,T20B3.14,V,16820599,16821291,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011855,T20D3.1,clec-183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011856,T20D3.2,T20D3.2,WBGene00011856,T20D3.2,IV,9329020,9330834,209.69,0.944843872,8.54865e-8,NA,10.89,0,6.07,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00011857,T20D3.3,coa-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011858,T20D3.5,T20D3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011859,T20D3.6,T20D3.6,WBGene00011859,T20D3.6,IV,9338573,9339287,10.33,0.958660193,2.64426e-4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00011860,T20D3.8,pigc-1,NA,NA,NA,NA,NA,NA,0.824804428,6.14577e-7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011864,T20F10.2,T20F10.2,WBGene00011864,T20F10.2,I,10298204,10300577,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011867,T20G5.1,chc-1,NA,NA,NA,NA,NA,NA,0.912217453,8.64042e-5,Clathrin heavy chain,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011868,T20G5.4,best-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011869,T20G5.7,dod-6,NA,NA,NA,NA,NA,NA,0.932975739,6.36227e-4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE
WBGene00011870,T20G5.8,T20G5.8,NA,NA,NA,NA,NA,NA,0.757683806,1.07208e-7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011871,T20G5.9,T20G5.9,WBGene00011871,T20G5.9,III,10209741,10210875,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011872,T20G5.10,blos-1,WBGene00011872,T20G5.10,III,10211037,10211839,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011873,T20G5.12,T20G5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011874,T20G5.13,T20G5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011875,T20G5.14,cox-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011876,T21B4.1,srz-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011877,T21B4.3,T21B4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011878,T21B4.4,ador-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011879,T21B6.2,pho-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011880,T21B6.3,T21B6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011882,T21B6.5,nstp-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011883,T21B10.1,mrpl-50,WBGene00011883,T21B10.1,II,8927656,8930857,13.42,0.916250016,1.63354e-8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00011884,T21B10.2,enol-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011885,T21B10.3,T21B10.3,WBGene00011885,T21B10.3,II,8934301,8938953,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011886,T21B10.4,T21B10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011887,T21B10.5,set-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011888,T21B10.6,cutl-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011890,T21C9.1,mics-1,WBGene00011890,T21C9.1,V,10576934,10578293,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011891,T21C9.3,del-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011892,T21C9.4,erh-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011893,T21C9.6,T21C9.6,WBGene00011893,T21C9.6,V,10581858,10587090,2.58,NA,NA,NA,7.83,0,2.01,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
WBGene00011894,T21C9.8,ttr-23,WBGene00011894,ttr-23,V,10589063,10589861,26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011895,T21C9.9,T21C9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011896,T21C9.11,T21C9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011897,T21C9.12,scpl-4,WBGene00011897,scpl-4,V,10599078,10602121,23.21,NA,NA,NA,11.22,0,2.4,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
WBGene00011898,T21C9.13,T21C9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011899,T21C12.3,nlp-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011900,T21C12.4,T21C12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011902,T21E8.4,T21E8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,0.01,2.12,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
WBGene00011903,T21E8.5,T21E8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00011904,T21H8.1,hlb-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011906,T22A3.2,hsp-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011908,T22A3.5,pash-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011909,T22A3.6,T22A3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011910,T22B3.2,alg-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011911,T22B3.3,T22B3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011912,T22C1.1,T22C1.1,WBGene00011912,T22C1.1,I,7936216,7938480,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011913,T22C1.2,glb-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011914,T22C1.3,pigu-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011915,T22C1.4,ctf-8,WBGene00011915,T22C1.4,I,7940125,7940751,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011916,T22C1.5,T22C1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011917,T22C1.6,T22C1.6,NA,NA,NA,NA,NA,NA,0.89622428,1.71115e-4,myosin,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011918,T22C1.8,T22C1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011919,T22C1.9,T22C1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011920,T22C1.11,T22C1.11,WBGene00011920,T22C1.11,I,7962045,7972420,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011921,T22C1.12,T22C1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011922,T22C8.1,T22C8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011923,T22C8.2,chhy-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011924,T22C8.3,T22C8.3,WBGene00011924,T22C8.3,II,8620476,8621905,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011925,T22C8.4,T22C8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011926,T22C8.5,sptf-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,0.01,2.22,FALSE,FALSE,FALSE,FALSE,TRUE
WBGene00011927,T22C8.6,T22C8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011928,T22C8.7,cutl-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011929,T22G5.1,T22G5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011930,T22G5.3,T22G5.3,WBGene00011930,T22G5.3,V,13880894,13883900,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011931,T22G5.4,srsx-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011932,T22G5.5,sptl-3,WBGene00011932,sptl-3,V,13893344,13896384,11.05,NA,NA,NA,9.3,0,2.2,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
WBGene00011934,T22H2.4,T22H2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011935,T22H2.5,scrm-1,WBGene00011935,scrm-1,I,11688695,11690822,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011936,T22H2.6,pgrn-1,WBGene00011936,T22H2.6,I,11701620,11703672,54.31,NA,NA,NA,9,0,4.88,9,0,2.9,TRUE,TRUE,FALSE,TRUE,TRUE
WBGene00011937,T22H6.1,ilc-17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011938,T22H6.2,alh-13,WBGene00011938,T22H6.2,X,12705543,12813868,4.05,0.953827481,3.96334e-4,1-pyroline-5-carboxylate synthetase,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE
WBGene00011939,T23B5.1,prmt-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011940,T23B5.3,T23B5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011941,T23B5.4,T23B5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011942,T23D5.3,T23D5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011943,T23D5.8,T23D5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011944,T23D8.3,T23D8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011945,T23D8.7,alg-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011947,T23F1.3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011948,T23F1.5,rocf-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011949,T23F6.1,T23F6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011950,T23F6.2,T23F6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011951,T23F6.3,T23F6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011952,T23F6.5,T23F6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011953,T23F11.1,ppm-2,NA,NA,NA,NA,NA,NA,0.790802111,1.41576e-4,phosphatase,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011954,T23F11.2,T23F11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011955,T23F11.3,cdka-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011956,T23F11.4,T23F11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011957,T23F11.6,T23F11.6,WBGene00011957,T23F11.6,III,4646471,4647819,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011958,T23G4.2,T23G4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011959,T23G4.3,nyn-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011960,T23G4.4,oac-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011961,T23G4.5,T23G4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011962,T23G5.2,T23G5.2,WBGene00011962,T23G5.2,III,9231330,9236231,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011963,T23G5.3,T23G5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011964,T23G5.6,saeg-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011965,T23G7.2,T23G7.2,WBGene00011965,T23G7.2,II,9167869,9172845,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011966,T23G7.3,T23G7.3,NA,NA,NA,NA,NA,NA,0.840145529,1.76116e-5,NA,11.66,0.01,2.32,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE
WBGene00011967,T23G7.5,pir-1,NA,NA,NA,NA,NA,NA,0.878389101,1.27464e-4,tyrosine specific protein phosphatase,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00011968,T23G11.1,T23G11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011969,T23G11.4,T23G11.4,WBGene00011969,T23G11.4,I,7694336,7695215,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011970,T23G11.5,rlbp-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011971,T23G11.6,lron-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011972,T23G11.7,T23G11.7,WBGene00011972,T23G11.7,I,7679448,7683022,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011973,T23G11.10,T23G11.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011974,T24A11.2,xbx-5,WBGene00011974,xbx-5,III,3802554,3804346,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011975,T24B1.1,T24B1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011976,T24B8.2,chmp-7,WBGene00011976,T24B8.2,II,9054897,9057031,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011977,T24B8.3,T24B8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011978,T24B8.4,T24B8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011979,T24B8.5,T24B8.5,WBGene00011979,T24B8.5,II,9082601,9083062,3.94,NA,NA,NA,NA,NA,NA,9.28,0,4.3,TRUE,FALSE,FALSE,FALSE,TRUE
WBGene00011980,T24B8.7,T24B8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011981,T24C2.2,enri-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011982,T24C2.3,T24C2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011983,T24C2.4,fbxa-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011984,T24C2.5,T24C2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011985,T24D1.2,T24D1.2,WBGene00011985,T24D1.2,I,9953416,9955864,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00011986,T24D1.3,T24D1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011988,T24D1.5,har-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011989,T24D5.1,T24D5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00011990,T24D5.2,T24D5.2,WBGene00011990,T24D5.2,X,12583720,12586361,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
