WBGeneID,emb_510min,emb_548min,emb_587min,emb_626min,emb_665min,L1,L2,L3,L4,YA,Sequence.name,Public_name,blazie_mixed,hashimshony_emb,pauli_L4,spencer_LE,spencer_L2,cluster.description
WBGene00003233,0.1824,0.2695,0.2611,0.2327,0.2192,0.713899,0.223212,0.349569,0.0748337,0.117541,F45H11.4,mgl-2,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00003374,0.9413,1.2782,1.1667,1.1546,0.9965,0.506634,0.553162,0.35747,0.201365,0.227815,K11D12.10,mlk-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00003391,0.8002,0.8606,0.7522,0.8529,0.492,0.697076,0.57648,0.543123,1.07172,1.49346,F52C9.7,mog-3,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00003473,0.3124,0.4697,0.5073,0.5266,0.5646,1.83559,0.906687,0.288171,0.0493437,0.25337,K11G9.6,mtl-1,FALSE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00003477,0.2677,0.2651,0.2268,0.2786,0.2136,0.161767,0.204463,0.189468,0.117424,0.150837,H28G03.6,mtm-5,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00003577,0.4151,0.2426,0.273,0.257,0.2719,0.283973,0.539283,0.894515,0.991257,1.97625,F56F3.2,ndg-4,TRUE,FALSE,FALSE,TRUE,FALSE,L3_High
WBGene00003602,2.9241,3.0039,3.2683,3.2631,3.2331,0.34392,1.41445,0.403352,0.343332,0.249555,H01A20.1,nhr-3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003619,1.0129,1.0002,0.6761,0.8726,0.6531,0.469507,0.378311,0.162603,0.138227,0.284491,F43C1.4,nhr-20,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00003621,0.3207,0.3075,0.2159,0.2107,0.1943,0.460149,0.362064,0.268236,0.172617,0.271258,K06A1.4,nhr-22,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003646,0.8692,0.8077,0.7452,0.6325,0.576,0.251918,0.101915,0.0671287,0.0614699,0.0668049,F44C8.6,nhr-56,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003670,0.075,0.1249,0.1326,0.1569,0.1966,0.349979,0.271107,0.369679,0.254043,0.324612,H10E21.3,nhr-80,TRUE,FALSE,TRUE,FALSE,TRUE,Increasing
WBGene00003688,0.3313,0.3869,0.3853,0.3676,0.3406,0.122928,0.0735073,0.0561569,0.0387848,0.0468564,M02H5.6,nhr-98,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003689,0.0461,0.0705,0.0686,0.0629,0.0565,0.204864,0.067553,0.0800503,0.0703869,0.047377,M02H5.1,nhr-99,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00003691,0.2928,0.2794,0.2721,0.2638,0.2614,0.846596,0.399971,0.363802,0.361245,0.492179,H12C20.6,nhr-101,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00003723,0.3603,0.3883,0.3956,0.4045,0.4003,0.192127,0.171534,0.152028,0.159732,0.141917,F44C8.8,nhr-133,TRUE,FALSE,FALSE,TRUE,FALSE,L3_High
WBGene00003724,0.388,0.3547,0.393,0.4232,0.4482,0.359355,0.202151,0.160222,0.12193,0.151975,F44C8.2,nhr-134,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003733,0.7706,0.7075,0.7259,0.6969,0.67490000000000006,0.663548,0.656863,0.539993,0.419957,0.260178,F57C7.2,nhx-5,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003750,1.1838,1.6092,1.4945,1.461,1.4835,11.9502,2.53392,0.593759,0.631146,0.266316,M01D7.5,nlp-12,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00003829,0.3366,0.3317,0.2687,0.3409,0.1916,0.939409,1.17763,1.20905,1.95154,2.8461,F53A2.4,nud-1,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00003844,2.7487,2.5722,2.3382,2.4949,2.3151,0.635811,3.21452,1.64972,1.59154,1.07713,K11C4.4,odc-1,TRUE,TRUE,FALSE,TRUE,FALSE,L3_High
WBGene00003877,2.8183,2.4537,3.045,2.9326,3.0848,1.89262,2.12269,3.25769,1.62516,1.92178,K04E7.2,pept-1,TRUE,TRUE,TRUE,TRUE,FALSE,Larval
WBGene00003986,2.385,2.5428,2.6454,2.7747,2.748,0.693961,1.24022,0.936248,0.978132,0.915148,K05B2.5,mct-4,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00004064,0.2152,0.2029,0.1819,0.166,0.1246,0.308747,0.251713,0.315184,0.414101,0.736268,H12C20.2,pms-2,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00004078,5.928,4.9262,4.5446,5.761,1.3245,0.377873,0.0622368,0.243332,5.34667,16.7328,F52E1.1,pos-1,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00004092,1.5874,0.7647,0.4168,0.5062,0,0.105741,0.115153,0.0514626,0.0510626,0.0438067,F44C4.5,ppt-1,FALSE,TRUE,FALSE,TRUE,FALSE,Embryo_Specific
WBGene00004214,0.9075,1.164,1.0863,1.1118,1.0863,0.961134,0.730281,0.764774,0.711349,1.42733,F59G1.5,ptp-2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00004305,2.9898,3.2573,3.2876,1.8441,1.3242,4.34241,4.39398,4.80092,5.64071,8.46963,R05D11.3,ran-4,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00004312,1.1305,0.9616,1.0522,0.6068,0.5238,0.928463,0.828718,0.714022,0.932156,2.19307,K07A1.11,rba-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00004369,1.9068,1.7874,1.7189,1.5293,1.3288,0.453024,0.315548,0.20554,0.13782,0.129793,K09E2.4,rig-1,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00004439,56.9627,53.7089,48.6195,46.1166,31.5996,98.7832,96.021,112.298,124.821,108.836,F52B5.6,rpl-25.2,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00004470,61.5615,62.9034,64.2059,62.2719,62.3509,207.779,140.243,146.723,173.781,107.586,F56F3.5,rps-1,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00004768,1.649,1.6824,1.5062,1.4989,1.6021,1.4977,1.67297,2.35302,1.65195,2.94344,F55A11.3,sel-11,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00004798,5.4806,3.0654,6.5024,11.983,3.437,1.06362,2.55794,5.00199,30.2143,65.9804,F43D9.4,sip-1,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00004807,14.7887,12.6406,13.1048,12.8835,14.7455,7.09244,5.15126,4.18923,3.45259,3.87967,F46A9.5,skr-1,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00004809,2.4901,2.5869,2.3795,2.5778,2.5923,1.848,2.85186,2.05775,1.63411,1.23514,F44G3.6,skr-3,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00004933,0.5067,0.6446,0.5655,0.6082,0.5832,1.22072,0.520951,0.328701,0.485975,0.30581,F55H2.1,sod-4,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00004955,0.5443,0.4526,0.3999,0.3054,0.2411,0.887495,0.739764,1.48298,1.50213,2.91163,F56A3.4,spd-5,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00004999,2.3877,2.6192,2.5814,2.8585,2.8766,170.951,92.4715,53.1997,63.691,32.7377,K09F5.3,spp-14,FALSE,FALSE,FALSE,TRUE,FALSE,Larval
WBGene00005655,1.6433,1.5536,1.6243,1.6536,1.6881,0.968776,0.771579,0.394708,0.311602,0.15319,K11D12.3,srr-4,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00005703,0.5397,0.5356,0.553,0.5703,0.6292,0.0926238,0.104776,0.0629493,0.0302402,0.0131842,R07B5.3,sru-40,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00005932,0.0209,0.0177,0.0166,0.0111,0.01,0.027608,0.0119186,0.0064476,0.00901481,0.00304351,F59B1.7,srx-41,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00006059,1.6566,1.1752,1.0016,0.8294,0.6067,0.803821,1.00571,1.03352,1.09199,1.55218,F54C9.2,stc-1,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00006373,2.313,2.0465,2.1536,1.927,1.9452,1.08388,1.22862,1.08632,1.29493,1.86771,F55A11.2,syx-5,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00006392,2.5153,2.0499,1.8098,1.38,1.3444,2.13268,0.895506,0.652704,1.29306,2.11057,K03B4.3,taf-10,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00006393,0.6015,0.4559,0.2717,0.4708,0.1484,0.335647,0.158305,0.134762,0.131073,0.171987,F48D6.1,taf-11.1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00006402,0.9258,0.5139,0.4745,0.4856,0.5316,0.621801,0.476465,0.339824,0.534949,1.74765,F59E12.13,fut-3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00006429,0.0145,0.0147,0.0144,0.0171,0.0163,0.00746288,0.0129114,0.0120728,0.00406837,0.00444824,M176.1,arrd-3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00006442,0.4508,0.4307,0.4015,0.3778,0.2904,0.524433,0.34889,0.340317,0.429517,0.804398,F58G11.5,tag-65,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00006461,0.802,0.697,0.7182,0.65,0.6303,0.0782701,0.229293,0.239226,0.289719,0.236087,M01D7.4,tag-96,FALSE,FALSE,FALSE,TRUE,FALSE,L3_High
WBGene00006530,0.4109,0.3137,0.2671,0.2587,0.2551,1.42387,6.13732,8.58023,6.13879,3.87142,F44F4.11,tba-4,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00006726,13.7548,3.803,0.4976,4.5138,4.8337,3.88369,3.76875,4.05087,3.32656,3.16409,F46F11.4,ubl-5,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00006874,1.6212,1.8718,1.9786,2.1025,2.1465,0.667303,0.78871,0.449192,0.352976,0.271262,K12F2.2,vab-8,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00006890,0.5891,0.7007,0.6776,0.7496,1.0857,1.91399,1.38265,1.07212,0.744153,0.708232,K07E3.8,vem-1,TRUE,FALSE,TRUE,FALSE,FALSE,Not_Changing
WBGene00006925,0.0591,0.0547,0.0493,0.0239,0.0235,0.00806769,0.0227118,1.0518,5.49497,45.4583,K09F5.2,vit-1,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00006948,16.4409,14.2741,13.2287,9.2436,6.4053,0.0203297,4.00416,3.88983,0.484436,0.077228,F52E4.6,wrt-2,FALSE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00006963,0.7163,0.7045,0.6833,0.5193,0.4033,0.464545,0.351244,0.306878,0.536821,1.03759,K07G5.2,xpa-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00006965,0.0706,0.0732,0.0821,0.0827,0.0913,0.335562,0.168768,0.0607267,0.0313765,0.057974,F54F7.4,xtr-1,TRUE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00006978,5.1618,4.2929,4.5721,4.8645,4.9565,2.20258,1.99587,1.14578,1.37451,1.76814,K10C3.3,zig-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00006984,20.9845,23.6553,24.4184,0,8.1213,203.98,104.357,118.902,143.377,56.2322,F54D7.4,zig-7,FALSE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00007008,1.0878,1.2014,1.075,1.0973,1.2438,0.88727,0.820446,0.593231,0.721617,1.62282,R05D3.4,rfp-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009667,0.4678,0.3548,0.3621,0.364,0.2396,0.574459,0.243493,0.271437,0.464094,1.07431,F43G9.4,F43G9.4,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00009674,2.8396,2.8249,2.5875,2.418,1.7601,1.5204,2.28456,1.71702,2.28325,1.22137,F44A6.1,nucb-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00009686,0.0959,0.0902,0.0838,0.0904,0.0874,0.127623,0.224262,0.253411,0.262024,0.376554,F44D12.9,ent-7,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00009691,3.1734,3.8505,3.8657,3.5827,3.2391,6.501964,1.662519,2.211168,1.165548,0.840802,F44E5.4,F44E5.4,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00009692,2.7689,3.6856,3.473,2.5469,4.1156,6.501964,1.662519,2.211168,1.165548,0.840802,F44E5.5,F44E5.5,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00009713,0.6418,0.5779,0.433,0.3598,0,0.397321,0.551082,0.572658,1.01446,1.13532,F44G4.3,F44G4.3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009722,0.3927,0.6013,0.6,0.6028,0.5782,0.82790300000000006,1.63502,0.793642,0.41297,0.0864126,F45D3.2,F45D3.2,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009728,0.1339,0.1355,0.0126,0.0659,0,0.00736331,0.00911213,0,0.00408155,0,F45E6.6,sdz-19,FALSE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00009741,2.2694,2.0968,1.9498,1.4181,1.2411,1.11536,0.909294,0.589369,1.47038,0.600885,F45H10.4,drr-1,TRUE,TRUE,TRUE,TRUE,TRUE,Increasing
WBGene00009745,2.2904,2.3152,3.2244,2.1016,2.2506,1.9954,2.01229,1.70285,1.84033,1.88739,F45H11.5,cox-19,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00009771,0.6563,0.4922,0.4945,0.4789,0.4928,0.750508,0.962516,0.894405,0.819193,0.924276,F46B6.6,F46B6.6,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009774,0.128,0.1551,0.1596,0.1438,0.1454,0.263643,0.15013,0.0673427,0.0522766,0.0364297,F46B6.9,F46B6.9,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00009777,0.0205,0.0198,0.0235,0.0239,0.028,0.0472427,0.0866542,0.0643934,0.0601316,0.084987,F46C3.2,F46C3.2,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009778,0.0076,0.0129,0.0036,0.0086,0.0191,1.57642,0.612863,0.173655,0.0551715,0.102348,F46C5.1,F46C5.1,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00009798,0.0976,0.1256,0.1228,0.1291,0.1254,0.139725,0.197562,0.172862,0.209613,0.133014,F46G10.4,F46G10.4,FALSE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00009805,0.0762,0.0717,0.0634,0.0684,0.0597,0.0120548,0.0611376,0.0070644,0.0285601,0.0141094,F47B8.4,F47B8.4,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009818,37.9935,37.5534,38.5393,35.9512,36.6026,1.38379,4.28984,3.52662,3.58221,1.0563,F47B10.7,acbp-3,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00009835,0.0478,0.053,0.053900000000000003,0.0518,0.0535,0.0471924,0.184527,0.086669,0.110597,0.0719785,F47H4.2,F47H4.2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00009852,0.0781,0.0905,0.0874,0.0813,0.0774,0.0135673,0.0797014,0.0660825,0.0163713,0.0303573,F48F7.7,arrd-24,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00009859,0.0739,0.0504,0.0563,0.0593,0.0708,0.0330322,0.0850488,0.0575842,0.0208633,0.0253947,F49A5.7,clec-33,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009877,0.1244,0.1394,0.1326,0.1402,0.1355,0.65871,0.230298,0.373456,0.405936,0.330722,F49C12.7,F49C12.7,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00009882,24.1556,23.5858,23.8707,24.687,24.0077,9.46631,8.20505,7.74951,7.81291,8.25323,F49C12.13,vha-17,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00009883,0.1686,0.1752,0.1771,0.185,0.1799,0.356702,0.748655,0.574622,0.723932,0.682739,F49C12.14,F49C12.14,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00009903,0.4024,0.345,0.3429,0.3364,0.3466,0.0448344,0.214669,0.0741845,0.135108,0.0852413,F49E12.10,F49E12.10,TRUE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00009908,0.0034,0.0117,0.0071,0.0046,0,0.0199102,0.0658259,0.0222812,0.00224082,0.0206558,F49H6.5,F49H6.5,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009914,0.0177,0.0184,0.0147,0.0146,0.017,0.0111053,0.0274034,0.011056,0,0.00913976,F49H6.13,F49H6.13,FALSE,FALSE,FALSE,TRUE,TRUE,Larval
WBGene00009917,0.6914,0.4988,0.61,0.5874,0.6723,0.587155,0.323196,0.121647,0.123392,0.163175,F52A8.4,glb-18,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009925,1.831,1.5335,1.1325,1.0333,0.9859,0.784755,1.70099,2.08886,1.96402,1.71703,F52B11.2,F52B11.2,FALSE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00009927,0.4834,0.2118,0.134,0.1029,0.0882,0.302163,0.255892,0.163749,0.0914615,0.0955256,F52B11.5,F52B11.5,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00009945,2.5542,2.0952,1.7356,1.2403,0.8166,0.735633,0.590618,0.409081,0.277587,0.400619,F52H3.3,bath-38,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00009947,1.5582,1.2508,1.1026,1.3226,1.5794,1.92852,1.39878,1.61558,1.09276,0.801844,F52H3.5,ttc-36,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00009952,1.9178,1.7297,1.8758,2.5495,2.5596,4.82406,5.17634,5.69893,5.5187,4.4083,F53A2.7,acaa-2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00009957,0.2162,0.33,0.3033,0.3159,0.2954,0.587541,1.01348,0.592135,0.533216,0.311478,F53B2.8,F53B2.8,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00009966,0.4069,0.5014,0.6658,0.61240000000000006,0.2302,0.99475,0.779848,0.675068,1.20421,1.77328,F53B7.3,isy-1,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00009971,0.1852,0.2402,0.2387,0.2283,0.2234,0.114055,0.215301,0.420326,0.305811,0.434474,F53C11.1,F53C11.1,TRUE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00009973,2.5876,2.8441,2.7778,2.6349,2.5563,1.87684,1.56464,1.2017,1.3521,1.15483,F53C11.3,F53C11.3,TRUE,FALSE,TRUE,TRUE,FALSE,Increasing
WBGene00009980,1.0425,0.695,0.4075,0.5146,0.3424,1.20516,1.27691,2.13945,1.15926,2.3306,F53F1.2,F53F1.2,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00009981,0.3362,0.3619,0.2974,0.3038,0.2466,0.53948,0.384138,0.560782,0.409216,0.597979,F53F1.3,F53F1.3,TRUE,FALSE,TRUE,FALSE,TRUE,Larval
WBGene00009984,0.0453,0.0454,0.045,0.052,0.0529,0.0988829,0.227101,0.186264,0.102487,0.234002,F53F1.6,F53F1.6,TRUE,FALSE,TRUE,FALSE,TRUE,Larval
WBGene00010028,0.9676,1.0567,0.9628,0.8126,0.6602,0.683464,0.329398,0.240052,0.215667,0.385204,F54B11.5,F54B11.5,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010037,2.1663,1.8221,1.8805,1.5389,1.153,1.5245,0.98895,0.796816,1.25149,1.94574,F54C8.4,F54C8.4,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00010041,4.2951,4.2966,4.38,4.8064,4.9793,2.87662,7.70855,3.72854,8.51424,4.86504,F54C9.3,F54C9.3,FALSE,FALSE,TRUE,TRUE,FALSE,Increasing
WBGene00010042,0.5521,0.3234,0.3369,0.366,0.3411,0.681879,0.70043,0.695901,0.770221,1.38268,F54C9.6,bcs-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00010049,6.8392,6.3702,6.5292,6.4565,6.5586,12.533,15.8629,13.4732,9.66172,10.9099,F54D5.3,F54D5.3,FALSE,FALSE,TRUE,TRUE,FALSE,Increasing
WBGene00010052,0.8008,0.5732,0.5922,0.3821,0.4522,3.27895,1.47277,2.41159,1.5214,2.50157,F54D5.7,F54D5.7,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00010062,0.0125,0.015,0.0177,0.0195,0.0195,0.154089,0.527495,0.643552,0.4007,0.535847,F54F3.3,lipl-1,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00010063,1.2781,1.2135,1.2205,1.2115,1.2626,1.36913,1.16688,0.655895,0.66124,0.475148,F54F3.4,dhrs-4,TRUE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00010079,0.5578,0.5044,0.4981,0.54990000000000006,0.5626,0.573813,0.771873,0.547374,0.810114,0.706286,F55A11.6,F55A11.6,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010082,0.3899,0.35,0.3392,0.3542,0.3695,0.464491,0.58998,0.485769,0.772441,0.647425,F55A11.11,F55A11.11,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010083,0.324,0.3756,0.4168,0.3943,0.4374,0.659624,0.965987,1.01477,0.692914,0.454277,F55B11.1,xdh-1,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00010086,3.2693,2.3896,2.4794,2.8619,2.8161,1.95092,1.68089,2.17298,1.45662,2.23029,F55B11.4,F55B11.4,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00010096,1.01,0.8011,0.7716,0.5573,0.4745,0.576782,0.532267,0.421819,0.59417,0.990747,F55C5.7,rskd-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010113,1.1283,1.3596,1.3262,1.454,1.5532,0.121611,0.444196,0.423765,0.847942,1.33876,F55D12.5,F55D12.5,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00010115,2.0683,2.0629,2.073,2.195,2.2275,1.35777,0.805858,0.424202,0.54236,0.353867,F55F3.1,aakb-1,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00010116,0.0458,0.0607,0.0604,0.0565,0.0555,0.490101,0.545434,0.669795,0.409594,0.521891,F55F3.2,cest-13,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00010123,0.1178,0.128,0.1272,0.1175,0.121,1.05934,0.265107,0.278768,0.143146,0.15626,F55G11.2,F55G11.2,FALSE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00010124,0.1853,0.1618,0.1471,0.1599,0.1667,0.229404,1.80026,1.44744,0.578893,1.09051,F55G11.4,F55G11.4,TRUE,FALSE,TRUE,FALSE,TRUE,Increasing
WBGene00010125,0.0195,0.028,0.0254,0.0225,0.0223,0.174003,0.152524,0.173744,0.0749536,0.0800557,F55G11.5,dod-22,TRUE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00010127,0.0417,0.0443,0.0445,0.0485,0.0468,0.00255977,0.0129416,0.00678751,0.00423333,0.00370288,F55G11.7,F55G11.7,FALSE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00010128,1.0567,0.5423,0.7117,0.7864,0.9506,0.766942,0.693062,0.760181,0.593253,0.303584,F55G11.8,F55G11.8,TRUE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00010130,12.744,12.2958,12.0164,12.1945,11.8046,12.3378,10.0855,11.0757,6.02635,9.22401,F55H2.2,vha-14,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00010134,0.5715,0.5513,0.5947,0.5167,0.4681,0.0898485,0.278278,0.224185,0.184007,0.155507,F55H12.3,F55H12.3,TRUE,TRUE,FALSE,FALSE,FALSE,Increasing
WBGene00010137,0.1848,0.1721,0.1601,0.1508,0.1333,0.101385,0.10401,0.053787,0.19151,0.33803,F55H12.6,ztf-26,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010150,0.9086,0.9632,0.9036,0.9864,1.0205,0.554868,1.4234,0.795037,0.744513,0.498052,F56D5.6,F56D5.6,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00010157,0.0207,0.0189,0.0151,0.0101,0.0091,5.28024e-4,0.270351,0.0137095,0.0252476,0.00318978,F56G4.1,oac-34,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00010189,4.9398,3.8035,3.341,2.177,1.8125,0.044109,0.0577791,0.0177994,0.0233923,0.0750192,F57B1.6,F57B1.6,FALSE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00010198,0.5292,0.4844,0.4075,0.4033,0.2765,0.284201,0.235136,0.300567,0.468807,1.30397,F57C2.6,spat-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010215,0.0203,0.0088,0.0035,0.0146,0.0168,0.0433233,0.0928044,0.0687369,0.0724854,0.062277,F57G8.6,nhr-193,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00010230,2.6667,3.012,1.4048,0.8691,0,1.72416,1.32245,1.29748,2.3254,3.06807,F58A4.9,rpac-19,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00010232,1.469,1.1126,1.153,1.1099,1.3334,2.09556,1.10096,0.856797,1.27052,2.54836,F58B3.6,F58B3.6,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010233,0.4373,0.333,0.3299,0.3358,0.1913,0.372063,0.322513,0.323029,0.415446,0.79145,F58B3.7,rbm-17,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00010234,14.116,7.6156,6.9146,6.3729,0,0.288404,0.00330216,0.0100849,0.45877,0.30436,F58B3.9,ttr-50,FALSE,FALSE,FALSE,TRUE,FALSE,Embryo_Specific
WBGene00010238,0.0591,0.0682,0.0634,0.0659,0.0691,0.512782,1.59348,1.64874,0.91285,1.08809,F58B4.5,F58B4.5,TRUE,FALSE,TRUE,FALSE,TRUE,Larval
WBGene00010264,0.2394,0.1499,0.1843,0.16,0.2631,0.35665,0.308212,0.483,0.551826,0.904088,F58G1.2,F58G1.2,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00010272,1.277,1.0007,0.9232,1.0353,0.7041,1.0284,1.11041,0.893692,0.611985,0.713442,F58G6.1,amph-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00010274,1.5773,1.4225,1.4791,1.7309,1.8874,0.220849,1.37756,1.29301,1.03057,1.36549,F58G6.3,F58G6.3,TRUE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00010280,1.0445,0.9636,1.1312,1.0347,1.0712,1.98742,1.69333,1.81737,1.35915,2.10375,F58G11.2,rde-12,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
