LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,LE_peak_1_summit,LE_peak_2_summit,L1_peak_1_summit,L1_peak_2_summit,L3_peak_1_summit,L3_peak_2_summit,summit_agreement,k4cluster,k6cluster,k4weights,k6weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,intestine_dev_cluster,class
2.685891,2.453718,1.777608,1.631757,3.876194,4.111822,1,1,1,385279,385571,385583,385580,385565,385570,81.88888888887595,3,2,0.790,1.000,2.570,1.705,3.994,-0.161,-0.910,1.071,ELT2peak05052,L3_High,1.3363004882077498,ELT2peak05052,WBGene00004493,385887,386607,+,overlapStart,-719,12,Overlapping,NA,NA
0.263034,0.681824,1.500074,2.514573,2.337035,2.243926,0,0,1,NA,NA,NA,NA,386861,386741,60,2,3,0.984,1.000,0.472,2.007,2.290,-1.143,0.427,0.716,ELT2peak05053,Larval,0.9568983782385835,ELT2peak05053,WBGene00044789,386699,387949,+,overlapStart,-405,204,Overlapping,NA,NA
4.189825,4.30212,2.563103,2.54463,3.565854,3.640816,1,1,1,390499,390495,390466,390475,390566,390493,22.333333333333332,1,1,0.881,1.000,4.246,2.554,3.603,0.911,-1.070,0.159,ELT2peak05054,Embryo_Specific,0.7295983006890839,ELT2peak05054,WBGene00001338,388686,390468,-,overlapStart,-1010,229,Overlapping,NA,NA
1.438121,1.741767,1.912767,2.057716,2.584963,3.243926,1,0,1,393102,393621,NA,NA,393655,393601,196.375,4,6,0.986,1.000,1.590,1.985,2.914,-0.843,-0.262,1.105,ELT2peak05055,Increasing,0.46232998386925006,ELT2peak05055,WBGene00020297,393880,396441,+,overlapStart,-1796,69,Overlapping,NA,NA
2.398549,2.015942,1.858528,2.121562,4.988087,5.551354,0,1,1,NA,NA,409112,409148,409060,409138,28.5,3,4,0.975,1.000,2.207,1.990,5.270,-0.517,-0.636,1.153,ELT2peak05056,L3_High,3.3637000946875837,ELT2peak05056,WBGene00002187,405623,410035,-,inside,-1363,470,Overlapping,Embryonic,NA
2.657112,2.509274,3.135159,3.43296,3.50696,4.2074,1,1,1,410713,410634,410534,410515,410520,410560,62.77777777777131,4,5,0.497,1.000,2.583,3.284,3.857,-1.032,0.067,0.965,ELT2peak05057,Increasing,0.4071206390852497,ELT2peak05057,WBGene00020299,410903,415616,+,overlapStart,-2438,461,Overlapping,Embryonic,NA
1.106915,0.942285,1.625605,2.067114,2.622437,3.169925,0,0,1,NA,NA,NA,NA,425754,425770,8,4,5,0.869,1.000,1.025,1.846,2.896,-0.957,-0.081,1.038,ELT2peak05058,Increasing,0.8800382162105836,ELT2peak05058,WBGene00022046,425972,427204,+,overlapStart,-458,457,Overlapping,NA,NA
0.947533,0.5025,1.61891,1.666576,3.754888,3.966392,0,0,1,NA,NA,NA,NA,427823,427879,28,4,6,0.981,1.000,0.725,1.643,3.861,-0.838,-0.269,1.107,ELT2peak05059,Increasing,2.5989039608605835,ELT2peak05059,WBGene00022047,428070,429133,-,overlapEnd,588,374,Overlapping,NA,NA
1.49304,1.374395,2.125531,2.176157,3.864512,4.195016,0,0,1,NA,NA,NA,NA,429115,429151,18,4,6,0.962,1.000,1.434,2.151,4.030,-0.824,-0.289,1.113,ELT2peak05060,Increasing,1.79734470226075,ELT2peak05060,WBGene00022047,428070,429133,-,overlapStart,-650,176,Overlapping,NA,NA
1.078002,0.752907,2.440573,2.561879,3.169925,2.729352,0,0,1,NA,NA,NA,NA,436114,436104,5,2,5,0.991,1.000,0.915,2.501,2.950,-1.129,0.355,0.774,ELT2peak05061,Larval,1.1422749277040833,ELT2peak05061,WBGene00002041,429210,440554,-,inside,-2854,939,Overlapping,NA,Target Gene Class B
1.979241,1.996833,3.347463,3.321928,3.656707,4.261847,1,1,1,440768,440733,440696,440698,440711,440716,20.111111111104645,2,5,0.886,1.000,1.988,3.335,3.959,-1.098,0.239,0.859,ELT2peak05062,Larval,1.0148963838940834,ELT2peak05062,WBGene00002041,429210,440554,-,overlapStart,-5968,147,Overlapping,NA,Target Gene Class B
2.189034,2.187627,1.852896,1.777607,3.381429,3.297037,1,1,1,443836,443890,443886,443889,443849,443868,18.666666666666668,3,4,0.928,1.000,2.188,1.815,3.339,-0.326,-0.796,1.122,ELT2peak05063,L3_High,0.6310473528482501,ELT2peak05063,WBGene00022045,443985,444783,+,overlapStart,-518,233,Overlapping,Embryonic,NA
1.206451,1.091148,1.777608,2.050626,2.243926,2.50696,1,0,0,446650,446365,NA,NA,NA,NA,142.5,2,5,0.715,1.000,1.149,1.914,2.375,-1.072,0.164,0.908,ELT2peak05064,Larval,0.3838644716957499,ELT2peak05064,WBGene00022044,445677,448449,+,overlapEnd,560,362,Overlapping,NA,NA
1.476438,1.222392,1.465664,1.42711,2.828888,3.131451,0,0,1,NA,NA,NA,NA,519272,519324,26,3,4,0.710,1.000,1.349,1.446,2.980,-0.630,-0.524,1.153,ELT2peak05065,L3_High,0.8368754275600834,ELT2peak05065,WBGene00021012,506737,519457,-,overlapStart,-6345,396,Overlapping,NA,NA
0.045804,0.451874,1.4780470000000001,1.514573,2.676885,3.381429,0,0,1,NA,NA,NA,NA,522817,522827,5,4,5,0.845,1.000,0.249,1.496,3.029,-0.964,-0.068,1.032,ELT2peak05066,Increasing,1.9393286670623329,ELT2peak05066,WBGene00000213,520214,523809,-,inside,-814,734,Overlapping,NA,NA
0.347923,0.222392,2.840617,3.113211,3.551354,4.071744,0,0,1,NA,NA,NA,NA,523838,523850,6,2,5,0.986,1.000,0.285,2.977,3.812,-1.125,0.336,0.789,ELT2peak05067,Larval,3.3962676082982495,ELT2peak05067,WBGene00000213,520214,523809,-,overlapStart,-1820,102,Overlapping,NA,NA
3.440573,3.282934,3.912767,4.237039,5.373209,5.499426,1,1,1,552127,552199,552109,552110,552152,552097,28.777777777790714,4,6,0.998,1.000,3.362,4.075,5.436,-0.882,-0.205,1.087,ELT2peak05068,Increasing,1.110974573376083,ELT2peak05068,WBGene00018924,548302,553299,+,inside,1408,765,Overlapping,NA,NA
1.962525,1.449803,1.313661,1.550197,1.243925,2.091923,1,0,0,559416,559449,NA,NA,NA,NA,16.5,0,0,0.000,0.000,1.706,1.432,1.668,0.701,-1.145,0.444,ELT2peak05069,Not_Changing,0.022060128808333333,ELT2peak05069,WBGene00001165,559224,568148,+,overlapStart,-4150,131,Overlapping,NA,NA
1.341037,1.681824,1.131245,1.270648,3.314315,3.676885,0,0,1,NA,NA,NA,NA,572638,572699,30.5,3,4,0.996,1.000,1.511,1.201,3.496,-0.448,-0.698,1.146,ELT2peak05070,L3_High,1.5497939340080833,ELT2peak05070,WBGene00001579,572720,583784,+,overlapStart,-5580,227,Overlapping,NA,NA
0.112475,0.175087,2.496426,2.836501,2.676885,3.297037,0,1,0,NA,NA,596837,596862,NA,NA,12.5,2,3,0.964,1.000,0.144,2.666,2.987,-1.149,0.471,0.677,ELT2peak05071,Larval,2.4250530259520833,ELT2peak05071,WBGene00044457,596839,599764,+,overlapStart,-1452,252,Overlapping,NA,Target Gene Class A1
2.353637,2.449803,1.684498,1.905363,3.729352,2.951745,1,1,1,620678,620628,620450,620433,620473,620471,87.22222222220928,3,2,0.774,1.000,2.402,1.795,3.341,-0.142,-0.921,1.063,ELT2peak05072,L3_High,0.606421241941083,ELT2peak05072,WBGene00015993,615544,620925,+,overlapEnd,2644,647,Overlapping,NA,NA
0.415038,0.807355,1.881944,2.280108,3.037475,3.84483,0,0,1,NA,NA,NA,NA,629551,629578,13.5,4,5,0.616,1.000,0.611,2.081,3.441,-1.013,0.026,0.987,ELT2peak05074,Increasing,2.0031656361680836,ELT2peak05074,WBGene00015497,627537,633966,+,inside,-1084,1774,Overlapping,NA,NA
0.398549,0.5025,1.521769,1.247093,2.860597,3.381429,0,0,1,NA,NA,NA,NA,632032,632063,15.5,4,6,0.995,1.000,0.451,1.384,3.121,-0.887,-0.197,1.084,ELT2peak05075,Increasing,1.8365678703497494,ELT2peak05075,WBGene00015497,627537,633966,+,inside,1300,1655,Overlapping,NA,NA
0.263034,0.36257,1.099536,0.66213,3.314315,3.169925,0,0,1,NA,NA,NA,NA,653490,653367,61.5,4,6,0.760,1.000,0.313,0.881,3.242,-0.750,-0.385,1.135,ELT2peak05076,Increasing,2.413206576409,ELT2peak05076,WBGene00019658,652130,653421,-,overlapStart,-905,300,Overlapping,NA,NA
3.155278,2.974465,3.311586,3.369234,5.653316,5.960917,1,1,1,654928,655003,654920,654928,654929,654940,20.555555555581424,3,4,0.554,1.000,3.065,3.340,5.807,-0.666,-0.484,1.150,ELT2peak05077,L3_High,2.2800783436915837,ELT2peak05077,WBGene00019664,655390,658604,+,overlapStart,-1902,83,Overlapping,NA,NA
1.807355,1.33787,1.947533,1.625605,3.00946,2.828888,0,0,1,NA,NA,NA,NA,657133,657162,14.5,4,6,0.629,1.000,1.573,1.787,2.919,-0.719,-0.423,1.142,ELT2peak05078,Increasing,0.5236332238665833,ELT2peak05078,WBGene00019664,655390,658604,+,inside,285,932,Overlapping,NA,NA
0.710493,0.724893,1.813232,1.791683,4.565854,5.091923,0,0,1,NA,NA,NA,NA,658093,658139,23,4,6,0.943,1.000,0.718,1.802,4.829,-0.813,-0.304,1.117,ELT2peak05079,Increasing,4.539654509573583,ELT2peak05079,WBGene00019664,655390,658604,+,inside,1123,217,Overlapping,NA,NA
1.058894,1.333424,1.668379,1.162271,2.729352,3.131451,0,0,1,NA,NA,NA,NA,658778,658804,13,4,6,0.496,1.000,1.196,1.415,2.930,-0.689,-0.457,1.147,ELT2peak05080,Increasing,0.8918479308690836,ELT2peak05080,WBGene00019664,655390,658604,+,overlapEnd,1798,66,Overlapping,NA,NA
1.356144,1.578536,2.464108,2.584962,3.546488,3.906891,0,1,1,NA,NA,673486,673536,673540,673499,22.75,4,5,0.791,1.000,1.467,2.525,3.727,-0.978,-0.043,1.021,ELT2peak05081,Increasing,1.2779161455075831,ELT2peak05081,WBGene00019659,672153,673480,-,overlapStart,-696,244,Overlapping,NA,NA
0.514573,0.182864,2.386417,2.584962,4.150816,4.2074,0,1,1,NA,NA,675940,675934,675958,675945,7.25,4,5,0.467,1.000,0.349,2.486,4.179,-1.036,0.077,0.959,ELT2peak05082,Increasing,3.6843658321155823,ELT2peak05082,WBGene00044458,676075,676708,+,overlapStart,-450,125,Overlapping,NA,Target Gene Class B
1.184425,0.900464,2.635589,2.584962,1.847997,2.00946,0,1,1,NA,NA,778616,778703,778698,778697,31.25,2,3,0.614,1.000,1.042,2.610,1.929,-1.041,0.954,0.087,ELT2peak05086,Larval,0.6180166144043334,ELT2peak05086,WBGene00018931,778784,784182,+,overlapStart,-2753,311,Overlapping,NA,Target Gene Class A2
1.133266,0.926937,2.040642,2.156119,3.44556,3.243926,0,0,1,NA,NA,NA,NA,782578,782596,9,4,5,0.810,1.000,1.030,2.098,3.345,-0.973,-0.051,1.025,ELT2peak05087,Increasing,1.3420341294615836,ELT2peak05087,WBGene00018931,778784,784182,+,inside,1425,704,Overlapping,NA,Target Gene Class A2
1.353637,1.415038,0.684498,1.050626,2.729352,2.50696,0,0,1,NA,NA,NA,NA,795704,795660,22,3,4,0.878,1.000,1.384,0.868,2.618,-0.266,-0.840,1.106,ELT2peak05088,L3_High,0.8089907268630833,ELT2peak05088,WBGene00018935,794632,796563,-,inside,-198,385,Overlapping,Adult,NA
3.949959,3.693698,2.343954,2.525628,4.50696,4.779978,1,1,1,796828,796800,796805,796805,796763,796814,14,3,2,0.538,1.000,3.822,2.435,4.643,0.169,-1.074,0.905,ELT2peak05089,L3_High,1.2462041075550827,ELT2peak05089,WBGene00018935,794632,796563,-,overlapStart,-1308,40,Overlapping,Adult,NA
1.36257,1.662965,1.295456,1.033947,1.729352,2.243926,0,0,1,NA,NA,NA,NA,818140,818399,129.5,3,2,0.742,1.000,1.513,1.165,1.987,-0.102,-0.945,1.047,ELT2peak05090,L3_High,0.17021423212908332,ELT2peak05090,WBGene00021936,807431,824941,-,inside,-2247,5975,Overlapping,NA,NA
1.341037,1.63743,1.716207,2.156119,2.828888,3.594423,1,0,1,839039,839213,NA,NA,840019,839994,440.25,4,6,0.935,1.000,1.489,1.936,3.212,-0.809,-0.309,1.118,ELT2peak05092,Increasing,0.7988941069350832,ELT2peak05092,WBGene00021943,835029,842126,-,inside,-910,1865,Overlapping,NA,NA
1.5025,1.27684,1.989112,1.915111,3.594423,3.676885,0,0,1,NA,NA,NA,NA,854488,854509,10.5,4,6,0.918,1.000,1.390,1.952,3.636,-0.801,-0.320,1.121,ELT2peak05094,Increasing,1.365849986414083,ELT2peak05094,WBGene00021945,849269,854780,-,overlapStart,-2582,184,Overlapping,NA,NA
2.430634,2.453718,1.609008,1.633218,4.622437,4.816815,1,0,1,855681,855673,NA,NA,855688,855700,8.5,3,4,0.909,1.000,2.442,1.621,4.720,-0.302,-0.814,1.116,ELT2peak05095,L3_High,2.576950960606333,ELT2peak05095,WBGene00044757,855548,856851,+,overlapStart,-470,201,Overlapping,NA,NA
1.536053,1.148392,2.451379,2.243271,4.779978,4.804641,0,1,1,NA,NA,867135,867142,867137,867132,3,4,6,0.980,1.000,1.342,2.347,4.792,-0.837,-0.270,1.107,ELT2peak05097,Increasing,3.148546758052583,ELT2peak05097,WBGene00021939,858930,874724,+,inside,316,7330,Overlapping,NA,NA
1.859822,2.129283,1.794681,1.908852,3.243926,3.906891,1,1,1,884921,884872,884869,884912,884891,884890,16,3,4,0.987,1.000,1.995,1.852,3.575,-0.501,-0.650,1.151,ELT2peak05098,L3_High,0.9150725464493332,ELT2peak05098,WBGene00007007,885344,890188,+,overlapStart,-2664,313,Overlapping,NA,NA
0.63743,1.444785,2.61891,2.652077,2.729352,2.828888,0,0,1,NA,NA,NA,NA,887460,887420,20,2,3,0.946,1.000,1.041,2.635,2.779,-1.151,0.501,0.650,ELT2peak05099,Larval,0.9305637897757497,ELT2peak05099,WBGene00007007,885344,890188,+,inside,299,1232,Overlapping,NA,NA
1.341037,1.315502,2.177538,2.36257,4.314315,4.44556,0,1,1,NA,NA,890497,890846,890533,890551,119.625,4,6,0.993,1.000,1.328,2.270,4.380,-0.852,-0.249,1.101,ELT2peak05100,Increasing,2.441874001706084,ELT2peak05100,WBGene00016649,891239,892614,+,overlapStart,-1085,196,Overlapping,NA,NA
0.263034,0.300395,2.115477,2.670692,2.091923,3.091923,0,1,1,NA,NA,892874,892834,892797,892796,28.75,2,3,0.949,1.000,0.282,2.393,2.592,-1.151,0.498,0.653,ELT2peak05101,Larval,1.6390805565757498,ELT2peak05101,WBGene00045301,892806,894586,+,overlapStart,-766,256,Overlapping,NA,NA
1.137504,0.752907,1.947533,2.172467,4.05128,4.413851,0,0,1,NA,NA,NA,NA,894729,894722,3.5,4,6,0.999,1.000,0.945,2.060,4.233,-0.878,-0.211,1.089,ELT2peak05102,Increasing,2.7949238997700827,ELT2peak05102,WBGene00016648,895391,896766,+,overlapStart,-1067,155,Overlapping,NA,NA
0.245112,1.222392,1.974005,2.075288,2.381429,3.00946,0,0,1,NA,NA,NA,NA,896972,896994,11,2,5,0.824,1.000,0.734,2.025,2.695,-1.087,0.207,0.880,ELT2peak05103,Larval,0.9941026719150833,ELT2peak05103,WBGene00045300,896958,898739,+,overlapStart,-572,226,Overlapping,NA,NA
1,0.807355,2.478047,2.402098,4.314315,5.225778,0,0,1,NA,NA,NA,NA,898861,898863,1,4,6,0.950,1.000,0.904,2.440,4.770,-0.925,-0.136,1.061,ELT2peak05104,Increasing,3.789682946810332,ELT2peak05104,WBGene00016647,899543,900918,+,overlapStart,-1067,166,Overlapping,NA,NA
0.215729,0.511899,2.253341,2.169925,2.243926,3.44556,0,1,1,NA,NA,901212,901287,901158,901047,73.5,2,5,0.974,1.000,0.364,2.212,2.845,-1.119,0.314,0.805,ELT2peak05105,Larval,1.6617120053170003,ELT2peak05105,WBGene00045299,901110,902891,+,overlapStart,-492,309,Overlapping,NA,NA
1,0.807355,2.025535,2.222393,4.27955,4.00946,0,0,1,NA,NA,NA,NA,903043,903027,8,4,6,0.976,1.000,0.904,2.124,4.145,-0.909,-0.163,1.071,ELT2peak05106,Increasing,2.679107993253251,ELT2peak05106,WBGene00016646,903696,905071,+,overlapStart,-1069,153,Overlapping,NA,NA
0.229482,0.748461,1.830719,1.678072,1.860597,2.536707,0,0,1,NA,NA,NA,NA,905340,905191,74.5,2,5,0.970,1.000,0.489,1.754,2.199,-1.118,0.309,0.809,ELT2peak05107,Larval,0.78694485827475,ELT2peak05107,WBGene00045298,905263,907044,+,overlapStart,-790,318,Overlapping,NA,NA
0.49304,0.485427,1.584962,1.8014540000000001,3.876194,3.779978,0,1,1,NA,NA,909480,909445,909384,909402,34.75,4,6,0.989,1.000,0.489,1.693,3.828,-0.896,-0.184,1.079,ELT2peak05108,Increasing,2.859199114715083,ELT2peak05108,WBGene00019072,909415,911196,+,overlapStart,-768,271,Overlapping,NA,NA
0.823122,0.27486,3.822002,3.747234,3.779978,4.622437,0,0,1,NA,NA,NA,NA,911315,911344,14.5,2,3,0.965,1.000,0.549,3.785,4.201,-1.148,0.470,0.678,ELT2peak05109,Larval,3.996919042918583,ELT2peak05109,WBGene00019072,909415,911196,+,overlapEnd,1110,121,Overlapping,NA,NA
2.407176,2.644626,3.182362,2.988504,4.792362,5.261847,1,1,1,945795,945811,945782,945779,945782,945804,11.166666666666666,4,6,0.853,1.000,2.526,3.085,5.027,-0.777,-0.351,1.128,ELT2peak05110,Increasing,1.7231972035580831,ELT2peak05110,WBGene00019068,939953,945659,-,overlapStart,-3090,187,Overlapping,NA,Target Gene Class A1
3.032422,3.129283,2.645504,2.584962,2.899277,3.491853,1,1,1,976611,976567,976586,976586,976590,976592,9,0,0,0.000,0.000,3.081,2.615,3.196,0.381,-1.134,0.754,ELT2peak05112,Not_Changing,0.09445761777675005,ELT2peak05112,WBGene00004047,959521,984395,+,inside,4630,7555,Overlapping,NA,NA
1.825971,1.807355,1.677081,2.090765,3.779978,3.44556,1,0,1,991226,991226,NA,NA,991340,991330,54.5,3,4,0.781,1.000,1.817,1.884,3.613,-0.610,-0.544,1.154,ELT2peak05113,L3_High,1.036571527092,ELT2peak05113,WBGene00002278,992240,998432,+,overlapStart,-3578,375,Overlapping,NA,NA
1.321928,1.63743,1.642678,1.38529,2.729352,1.921998,1,0,0,1000468,999172,NA,NA,NA,NA,648,3,4,0.772,1.000,1.480,1.514,2.326,-0.613,-0.541,1.154,ELT2peak05114,L3_High,0.2292880574203333,ELT2peak05114,WBGene00021923,999212,1003639,+,overlapStart,-1310,366,Overlapping,NA,NA
1.912537,1.707819,1.987061,2.2370390000000002,1.809523,2.300509,0,0,1,NA,NA,NA,NA,1009730,1009720,5,0,0,0.000,0.000,1.810,2.112,2.055,-1.136,0.746,0.390,ELT2peak05115,Not_Changing,0.02572087129733333,ELT2peak05115,WBGene00021926,1006083,1009734,-,overlapStart,-1815,238,Overlapping,NA,NA
1.888969,1.369234,1.596367,1.36257,3.921998,4.14439,0,0,1,NA,NA,NA,NA,1012603,1012585,9,3,4,0.968,1.000,1.629,1.479,4.033,-0.524,-0.629,1.153,ELT2peak05116,L3_High,2.05392745209925,ELT2peak05116,WBGene00021921,1012624,1019558,+,overlapStart,-3487,221,Overlapping,NA,NA
1,1.052467,2.140178,2.140178,4.00946,4.169925,0,0,1,NA,NA,NA,NA,1043686,1043705,9.5,4,6,0.987,1.000,1.026,2.140,4.090,-0.898,-0.180,1.078,ELT2peak05118,Increasing,2.4043766965785833,ELT2peak05118,WBGene00021928,1038669,1044385,-,inside,-2173,432,Overlapping,NA,NA
1.263034,1.578536,1.327805,1.488101,2.424498,2.337035,0,0,1,NA,NA,NA,NA,1054564,1054866,151,3,4,0.903,1.000,1.421,1.408,2.381,-0.566,-0.589,1.155,ELT2peak05119,L3_High,0.31134920772475,ELT2peak05119,WBGene00021929,1052521,1054796,-,overlapStart,-1162,472,Overlapping,NA,NA
1.584962,2.183918,1.974005,2.046794,3.50696,3.44556,0,1,1,NA,NA,1056600,1056596,1056701,1056170,173.375,3,4,0.638,1.000,1.884,2.010,3.476,-0.647,-0.505,1.152,ELT2peak05120,L3_High,0.7830839522500832,ELT2peak05120,WBGene00021920,1056886,1057620,+,overlapStart,-811,73,Overlapping,NA,NA
0.736966,1.366782,2.169925,2.033947,3.243926,3.131451,0,0,1,NA,NA,NA,NA,1067647,1067649,1,4,5,0.715,1.000,1.052,2.102,3.188,-0.994,-0.011,1.006,ELT2peak05121,Increasing,1.1405320455850836,ELT2peak05121,WBGene00021931,1058076,1067525,-,overlapStart,-4975,122,Overlapping,NA,NA
2.201634,1.900464,2.440573,2.36257,2.091923,2.037475,0,0,1,NA,NA,NA,NA,1087175,1086605,285,0,0,0.000,0.000,2.051,2.402,2.065,-0.611,1.154,-0.543,ELT2peak05124,Not_Changing,0.03942257112708338,ELT2peak05124,WBGene00000816,1077462,1087015,-,overlapStart,-4952,656,Overlapping,NA,NA
1.584963,0.926937,1.514573,1.561879,2.622437,3.091923,0,0,1,NA,NA,NA,NA,1090368,1090363,2.5,4,6,0.696,1.000,1.256,1.538,2.857,-0.735,-0.404,1.139,ELT2peak05125,Increasing,0.7305428178653335,ELT2peak05125,WBGene00021934,1087095,1093920,-,inside,-421,2179,Overlapping,L1,NA
2.511899,2.354843,2.987061,2.876341,3.921998,4.034698,1,1,1,1094361,1094383,1094365,1094359,1094364,1094331,10.333333333333334,4,6,0.998,1.000,2.433,2.932,3.978,-0.864,-0.232,1.096,ELT2peak05126,Increasing,0.6217927770063327,ELT2peak05126,WBGene00021933,1094541,1097341,+,overlapStart,-1464,375,Overlapping,NA,NA
2.6746,2.604862,4.203872,4.355875,4.50696,5.150816,1,1,1,1147783,1147745,1147791,1147775,1147766,1147782,12.111111111085242,2,5,0.977,1.000,2.640,4.280,4.829,-1.121,0.319,0.801,ELT2peak05128,Larval,1.2973154520275836,ELT2peak05128,WBGene00016797,1145673,1158028,-,inside,4104,1746,Overlapping,NA,NA
2.289507,2.564785,2.857335,3,4.998813,5.160402,1,1,1,1148925,1148958,1148928,1148936,1148967,1148951,14.5,4,6,0.743,1.000,2.427,2.929,5.080,-0.746,-0.390,1.136,ELT2peak05129,Increasing,1.985603117924083,ELT2peak05129,WBGene00016797,1145673,1158028,-,inside,2906,2929,Overlapping,NA,NA
0.567041,0.467505,2.898623,2.979241,2.729352,2.243926,0,1,0,NA,NA,1150755,1150762,NA,NA,3.5,2,3,0.765,1.000,0.517,2.939,2.487,-1.137,0.744,0.393,ELT2peak05130,Larval,1.6579006186810004,ELT2peak05130,WBGene00016797,1145673,1158028,-,inside,1090,4832,Overlapping,NA,NA
0.925999,0.859822,1.911463,1.95818,3.828888,4.00946,0,1,1,NA,NA,1156667,1156655,1156749,1156738,41.25,4,6,0.997,1.000,0.893,1.935,3.919,-0.882,-0.204,1.086,ELT2peak05131,Increasing,2.3635840246015833,ELT2peak05131,WBGene00016797,1145673,1158028,-,inside,-4998,738,Overlapping,NA,NA
1.540568,1.444785,0.75946,0.942667,2.14439,1.828888,0,0,1,NA,NA,NA,NA,1177893,1177840,26.5,3,2,0.597,1.000,1.493,0.851,1.987,0.086,-1.040,0.954,ELT2peak05133,L3_High,0.32419965156258335,ELT2peak05133,WBGene00022428,1177957,1186622,+,overlapStart,-4318,363,Overlapping,NA,NA
0.534336,0.594361,2.402098,2.36257,1.921998,1.50696,0,0,1,NA,NA,NA,NA,1216197,1216437,120,2,3,0.651,1.000,0.564,2.382,1.714,-1.076,0.901,0.175,ELT2peak05135,Larval,0.8456502910442502,ELT2peak05135,WBGene00021123,1216588,1218529,+,overlapStart,-1219,133,Overlapping,NA,NA
1.356144,1.578536,3.121016,3.34645,4.67019,4.565854,0,1,1,NA,NA,1228846,1228734,1228990,1229023,108.25,2,5,0.466,1.000,1.467,3.234,4.618,-1.038,0.081,0.957,ELT2peak05136,Larval,2.4938662218489998,ELT2peak05136,WBGene00021121,1229080,1230793,+,overlapStart,-1097,57,Overlapping,NA,Target Gene Class C
1.231326,0.874469,0.617143,1.018616,2.123631,2.337035,0,0,1,NA,NA,NA,NA,1239906,1239918,6,3,4,0.986,1.000,1.053,0.818,2.230,-0.415,-0.726,1.141,ELT2peak05137,L3_High,0.5727687844410833,ELT2peak05137,WBGene00009521,1232868,1239852,-,overlapStart,-3556,186,Overlapping,NA,NA
0,0.396422,2.584962,3,2.381429,2.00946,0,0,1,NA,NA,NA,NA,1246069,1245802,133.5,2,3,0.736,1.000,0.198,2.792,2.195,-1.126,0.783,0.344,ELT2peak05138,Larval,1.8459385114590832,ELT2peak05138,WBGene00009523,1244247,1246886,-,inside,-368,575,Overlapping,NA,NA
0.571157,0.681824,3.185692,3.162271,5.12167,5.150816,0,1,1,NA,NA,1246955,1246952,1246945,1247014,23.75,2,5,0.483,1.000,0.626,3.174,5.136,-1.040,0.086,0.954,ELT2peak05139,Larval,5.113008033453251,ELT2peak05139,WBGene00009524,1247386,1249025,+,overlapStart,-1092,9,Overlapping,NA,NA
0.874469,0.63743,1.703607,1.847997,2.424498,2.7633,0,0,1,NA,NA,NA,NA,1251413,1251404,4.5,4,5,0.479,1.000,0.756,1.776,2.594,-1.035,0.073,0.961,ELT2peak05140,Increasing,0.8479066979525832,ELT2peak05140,WBGene00009518,1249018,1251366,-,overlapStart,-1214,208,Overlapping,Post-embryonic,NA
0.563901,0.665999,2.514573,2.440573,3.921998,3.169925,0,0,1,NA,NA,NA,NA,1255672,1255879,103.5,2,5,0.755,1.000,0.615,2.478,3.546,-1.077,0.178,0.899,ELT2peak05141,Larval,2.200274473365583,ELT2peak05141,WBGene00009517,1253137,1255732,-,overlapStart,-1450,300,Overlapping,NA,NA
1.454566,1.177998,4.176779,4.128105,3.759941,3.676885,0,1,1,NA,NA,1256917,1256942,1256953,1256924,13.5,2,3,0.788,1.000,1.316,4.152,3.718,-1.143,0.714,0.429,ELT2peak05142,Larval,2.3337363432669993,ELT2peak05142,WBGene00009520,1256956,1259344,+,overlapStart,-1216,85,Overlapping,NA,NA
0.736966,1.057333,2.747234,3.050626,3.804641,4.131451,0,1,1,NA,NA,1260545,1260528,1260508,1260590,24.75,2,5,0.806,1.000,0.897,2.899,3.968,-1.085,0.199,0.885,ELT2peak05143,Larval,2.4300899175580835,ELT2peak05143,WBGene00009526,1261161,1264625,+,overlapStart,-2018,321,Overlapping,NA,NA
1.910733,1.553598,4.228069,4.229068,7.825879,8.004147,1,1,1,1266380,1266381,1266388,1266375,1266338,1266430,18,4,6,0.940,1.000,1.732,4.229,7.915,-0.930,-0.128,1.058,ELT2peak05144,Increasing,9.67491736637425,ELT2peak05144,WBGene00009515,1266866,1274425,+,overlapStart,-3996,379,Overlapping,NA,Target Gene Class A1
1.963474,1.485427,2.053732,2.205469,4.754888,4.95542,0,1,1,NA,NA,1274781,1274830,1274853,1274825,20.625,4,6,0.509,1.000,1.724,2.130,4.855,-0.692,-0.454,1.146,ELT2peak05145,Increasing,2.8990154681290843,ELT2peak05145,WBGene00007476,1274868,1277091,+,overlapStart,-1097,337,Overlapping,NA,NA
1.36257,1.115477,1.192645,1.415037,1.729352,1.860597,1,0,0,1346817,1346809,NA,NA,NA,NA,4,0,0,0.000,0.000,1.239,1.304,1.795,-0.681,-0.467,1.148,ELT2peak05146,Not_Changing,0.09241582292158329,ELT2peak05146,WBGene00004338,1347314,1352977,+,overlapStart,-3100,296,Overlapping,NA,NA
